id,title,content,date_str,year_abs,month,day,jd,am_day,source_type,source_database,source_url,language,category,subcategory,location,coordinates,people,places,keywords,confidence_score,data_hash,created_at,updated_at
220,Research on history - Paper 6,This paper explores history from a historical perspective with modern analytical methods.,1950-02-02,1950,1,1,2433314.5,695150.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.5,en,scientific_paper,journal_article,,,"[""Author 6"", ""Co-Author 6""]",[],"[""history""]",0.9,443040dc93230b3fc66f5067d7ebe471,2025-11-04 00:25:20,2025-11-04 00:25:20
346,Research on history - Paper 12,This paper explores history from a historical perspective with modern analytical methods.,1950-02-12,1950,1,1,2433324.5,695160.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.11,en,scientific_paper,journal_article,,,"[""Author 12"", ""Co-Author 12""]",[],"[""history""]",0.9,677e15aa7427ec2ea13591e6221a7727,2025-11-04 00:30:56,2025-11-04 00:30:56
361,Research on archaeology - Paper 7,This paper explores archaeology from a historical perspective with modern analytical methods.,1950-06-08,1950,1,1,2433440.5,695276.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.6,en,scientific_paper,journal_article,,,"[""Author 7"", ""Co-Author 7""]",[],"[""archaeology""]",0.9,f975297139e1b3fee0c0199f022f1711,2025-11-04 00:30:56,2025-11-04 00:30:56
345,Research on history - Paper 11,This paper explores history from a historical perspective with modern analytical methods.,1950-08-16,1950,1,1,2433509.5,695345.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.10,en,scientific_paper,journal_article,,,"[""Author 11"", ""Co-Author 11""]",[],"[""history""]",0.9,ec05261882fcde391ce7ac3e6e42616e,2025-11-04 00:30:56,2025-11-04 00:30:56
248,Research on archaeology - Paper 14,This paper explores archaeology from a historical perspective with modern analytical methods.,1950-08-17,1950,1,1,2433510.5,695346.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.13,en,scientific_paper,journal_article,,,"[""Author 14"", ""Co-Author 14""]",[],"[""archaeology""]",0.9,6e61d0529a0b96a0e63c804df5f16654,2025-11-04 00:25:20,2025-11-04 00:25:20
479,Research on medieval - Paper 5,This paper explores medieval from a historical perspective with modern analytical methods.,1950-11-17,1950,1,1,2433602.5,695438.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""medieval""]",0.9,859df60f7cc818e60c79cfcabec86d42,2025-11-04 00:42:42,2025-11-04 00:42:42
446,Research on history - Paper 12,This paper explores history from a historical perspective with modern analytical methods.,1952-06-18,1952,1,1,2434181.5,696017.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.11,en,scientific_paper,journal_article,,,"[""Author 12"", ""Co-Author 12""]",[],"[""history""]",0.9,ddb342576f3a4a7b40fc46832ab85a8d,2025-11-04 00:42:42,2025-11-04 00:42:42
484,Research on medieval - Paper 10,This paper explores medieval from a historical perspective with modern analytical methods.,1952-08-02,1952,1,1,2434226.5,696062.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.9,en,scientific_paper,journal_article,,,"[""Author 10"", ""Co-Author 10""]",[],"[""medieval""]",0.9,b57f22218a447820e7f13d75e7cfdb20,2025-11-04 00:42:42,2025-11-04 00:42:42
500,Research on ancient - Paper 6,This paper explores ancient from a historical perspective with modern analytical methods.,1952-10-08,1952,1,1,2434293.5,696129.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.5,en,scientific_paper,journal_article,,,"[""Author 6"", ""Co-Author 6""]",[],"[""ancient""]",0.9,5270125d0ca42e85474a8ae3b31a4c0b,2025-11-04 00:42:42,2025-11-04 00:42:42
450,Research on history - Paper 16,This paper explores history from a historical perspective with modern analytical methods.,1952-10-16,1952,1,1,2434301.5,696137.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.15,en,scientific_paper,journal_article,,,"[""Author 16"", ""Co-Author 16""]",[],"[""history""]",0.9,703108e4bf9d7e58fedca2868ebd4395,2025-11-04 00:42:42,2025-11-04 00:42:42
357,Research on archaeology - Paper 3,This paper explores archaeology from a historical perspective with modern analytical methods.,1952-11-14,1952,1,1,2434330.5,696166.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.2,en,scientific_paper,journal_article,,,"[""Author 3"", ""Co-Author 3""]",[],"[""archaeology""]",0.9,b80f767236ecaca57647d38ef24a42ee,2025-11-04 00:30:56,2025-11-04 00:30:56
268,Research on medieval - Paper 14,This paper explores medieval from a historical perspective with modern analytical methods.,1952-12-21,1952,1,1,2434367.5,696203.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.13,en,scientific_paper,journal_article,,,"[""Author 14"", ""Co-Author 14""]",[],"[""medieval""]",0.9,848e8e86401d71a2fed82f3895636cf7,2025-11-04 00:25:20,2025-11-04 00:25:20
397,Research on ancient - Paper 3,This paper explores ancient from a historical perspective with modern analytical methods.,1953-07-19,1953,1,1,2434577.5,696413.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.2,en,scientific_paper,journal_article,,,"[""Author 3"", ""Co-Author 3""]",[],"[""ancient""]",0.9,c6fb1badd93da5d605d994a3b625416b,2025-11-04 00:30:56,2025-11-04 00:30:56
452,Research on history - Paper 18,This paper explores history from a historical perspective with modern analytical methods.,1953-09-24,1953,1,1,2434644.5,696480.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.17,en,scientific_paper,journal_article,,,"[""Author 18"", ""Co-Author 18""]",[],"[""history""]",0.9,062a6efa76e5ed1c5ee858b7b949cc61,2025-11-04 00:42:42,2025-11-04 00:42:42
282,Research on ancient - Paper 8,This paper explores ancient from a historical perspective with modern analytical methods.,1953-11-04,1953,1,1,2434685.5,696521.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.7,en,scientific_paper,journal_article,,,"[""Author 8"", ""Co-Author 8""]",[],"[""ancient""]",0.9,e652089efce2bcf4b232971a0338edb3,2025-11-04 00:25:20,2025-11-04 00:25:20
312,Research on chronology - Paper 18,This paper explores chronology from a historical perspective with modern analytical methods.,1953-12-20,1953,1,1,2434731.5,696567.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.4.17,en,scientific_paper,journal_article,,,"[""Author 18"", ""Co-Author 18""]",[],"[""chronology""]",0.9,b8cbe2e44fb303881b3f2fc30133b238,2025-11-04 00:25:20,2025-11-04 00:25:20
445,Research on history - Paper 11,This paper explores history from a historical perspective with modern analytical methods.,1954-06-03,1954,1,1,2434896.5,696732.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.10,en,scientific_paper,journal_article,,,"[""Author 11"", ""Co-Author 11""]",[],"[""history""]",0.9,e21b3087387774ea432e0bcf93cb270c,2025-11-04 00:42:42,2025-11-04 00:42:42
339,Research on history - Paper 5,This paper explores history from a historical perspective with modern analytical methods.,1954-06-04,1954,1,1,2434897.5,696733.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""history""]",0.9,d710d1565f23ede5b9576f793b863dad,2025-11-04 00:30:56,2025-11-04 00:30:56
217,Research on history - Paper 3,This paper explores history from a historical perspective with modern analytical methods.,1954-06-12,1954,1,1,2434905.5,696741.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.2,en,scientific_paper,journal_article,,,"[""Author 3"", ""Co-Author 3""]",[],"[""history""]",0.9,1c11adfc95a126ccabae0b2e47c9e576,2025-11-04 00:25:20,2025-11-04 00:25:20
239,Research on archaeology - Paper 5,This paper explores archaeology from a historical perspective with modern analytical methods.,1954-09-21,1954,1,1,2435006.5,696842.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""archaeology""]",0.9,a20b66922e9c798a96ff62fe38adbe28,2025-11-04 00:25:20,2025-11-04 00:25:20
510,Research on ancient - Paper 16,This paper explores ancient from a historical perspective with modern analytical methods.,1954-10-14,1954,1,1,2435029.5,696865.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.15,en,scientific_paper,journal_article,,,"[""Author 16"", ""Co-Author 16""]",[],"[""ancient""]",0.9,7aa5fdf44d203133d013471d0d7a37c1,2025-11-04 00:42:42,2025-11-04 00:42:42
279,Research on ancient - Paper 5,This paper explores ancient from a historical perspective with modern analytical methods.,1954-12-02,1954,1,1,2435078.5,696914.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""ancient""]",0.9,36ccdc737d1c3b1caac529cf865a572a,2025-11-04 00:25:20,2025-11-04 00:25:20
228,Research on history - Paper 14,This paper explores history from a historical perspective with modern analytical methods.,1954-12-16,1954,1,1,2435092.5,696928.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.13,en,scientific_paper,journal_article,,,"[""Author 14"", ""Co-Author 14""]",[],"[""history""]",0.9,02b5923c31dd3cabebf88547789dcdd8,2025-11-04 00:25:20,2025-11-04 00:25:20
515,Research on chronology - Paper 1,This paper explores chronology from a historical perspective with modern analytical methods.,1955-03-05,1955,1,1,2435171.5,697007.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.4.0,en,scientific_paper,journal_article,,,"[""Author 1"", ""Co-Author 1""]",[],"[""chronology""]",0.9,4d4673be30baa9b011259d47972692c7,2025-11-04 00:42:42,2025-11-04 00:42:42
256,Research on medieval - Paper 2,This paper explores medieval from a historical perspective with modern analytical methods.,1955-07-11,1955,1,1,2435299.5,697135.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.1,en,scientific_paper,journal_article,,,"[""Author 2"", ""Co-Author 2""]",[],"[""medieval""]",0.9,71b4f90d8ec120e6f8a0c02f6ce36542,2025-11-04 00:25:20,2025-11-04 00:25:20
274,Research on medieval - Paper 20,This paper explores medieval from a historical perspective with modern analytical methods.,1956-04-06,1956,1,1,2435569.5,697405.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.19,en,scientific_paper,journal_article,,,"[""Author 20"", ""Co-Author 20""]",[],"[""medieval""]",0.9,c9ac1d536cdd28076a5db54c96e318a1,2025-11-04 00:25:20,2025-11-04 00:25:20
453,Research on history - Paper 19,This paper explores history from a historical perspective with modern analytical methods.,1956-08-11,1956,1,1,2435696.5,697532.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.18,en,scientific_paper,journal_article,,,"[""Author 19"", ""Co-Author 19""]",[],"[""history""]",0.9,5bc25d3046f65140f63d3035e51219fd,2025-11-04 00:42:42,2025-11-04 00:42:42
399,Research on ancient - Paper 5,This paper explores ancient from a historical perspective with modern analytical methods.,1957-02-05,1957,1,1,2435874.5,697710.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""ancient""]",0.9,051726e71026f0ec3bb040b8b8b43e2d,2025-11-04 00:30:56,2025-11-04 00:30:56
405,Research on ancient - Paper 11,This paper explores ancient from a historical perspective with modern analytical methods.,1957-03-24,1957,1,1,2435921.5,697757.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.10,en,scientific_paper,journal_article,,,"[""Author 11"", ""Co-Author 11""]",[],"[""ancient""]",0.9,834510b1506c93285f2adbaf30b58ad4,2025-11-04 00:30:56,2025-11-04 00:30:56
508,Research on ancient - Paper 14,This paper explores ancient from a historical perspective with modern analytical methods.,1958-05-05,1958,1,1,2436328.5,698164.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.13,en,scientific_paper,journal_article,,,"[""Author 14"", ""Co-Author 14""]",[],"[""ancient""]",0.9,add8cfe89568f531d090f3082c583d10,2025-11-04 00:42:42,2025-11-04 00:42:42
466,Research on archaeology - Paper 12,This paper explores archaeology from a historical perspective with modern analytical methods.,1958-06-17,1958,1,1,2436371.5,698207.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.11,en,scientific_paper,journal_article,,,"[""Author 12"", ""Co-Author 12""]",[],"[""archaeology""]",0.9,6f3ed770882ed68338a28cb5f8c4beaa,2025-11-04 00:42:42,2025-11-04 00:42:42
241,Research on archaeology - Paper 7,This paper explores archaeology from a historical perspective with modern analytical methods.,1958-10-07,1958,1,1,2436483.5,698319.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.6,en,scientific_paper,journal_article,,,"[""Author 7"", ""Co-Author 7""]",[],"[""archaeology""]",0.9,c9c143ec932692921c54b183816bec2e,2025-11-04 00:25:20,2025-11-04 00:25:20
343,Research on history - Paper 9,This paper explores history from a historical perspective with modern analytical methods.,1958-10-19,1958,1,1,2436495.5,698331.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.8,en,scientific_paper,journal_article,,,"[""Author 9"", ""Co-Author 9""]",[],"[""history""]",0.9,6030b18ec7ecf9f598ab358dae54fdc5,2025-11-04 00:30:56,2025-11-04 00:30:56
415,Research on chronology - Paper 1,This paper explores chronology from a historical perspective with modern analytical methods.,1958-12-08,1958,1,1,2436545.5,698381.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.4.0,en,scientific_paper,journal_article,,,"[""Author 1"", ""Co-Author 1""]",[],"[""chronology""]",0.9,7a9f7508cf0b2c19a3d319de1ef8c258,2025-11-04 00:30:56,2025-11-04 00:30:56
499,Research on ancient - Paper 5,This paper explores ancient from a historical perspective with modern analytical methods.,1959-01-02,1959,1,1,2436570.5,698406.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.4,en,scientific_paper,journal_article,,,"[""Author 5"", ""Co-Author 5""]",[],"[""ancient""]",0.9,097c5b99303164779cbeeccc6e3e9ac0,2025-11-04 00:42:42,2025-11-04 00:42:42
286,Research on ancient - Paper 12,This paper explores ancient from a historical perspective with modern analytical methods.,1959-01-04,1959,1,1,2436572.5,698408.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.11,en,scientific_paper,journal_article,,,"[""Author 12"", ""Co-Author 12""]",[],"[""ancient""]",0.9,bd320381a34a58b87d4f1033a8cde4fc,2025-11-04 00:25:20,2025-11-04 00:25:20
414,Research on ancient - Paper 20,This paper explores ancient from a historical perspective with modern analytical methods.,1959-01-08,1959,1,1,2436576.5,698412.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.19,en,scientific_paper,journal_article,,,"[""Author 20"", ""Co-Author 20""]",[],"[""ancient""]",0.9,683b796a39ff694a4ad8593b8030ce97,2025-11-04 00:30:56,2025-11-04 00:30:56
477,Research on medieval - Paper 3,This paper explores medieval from a historical perspective with modern analytical methods.,1959-01-14,1959,1,1,2436582.5,698418.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.2,en,scientific_paper,journal_article,,,"[""Author 3"", ""Co-Author 3""]",[],"[""medieval""]",0.9,b74d54a4e4dc2fca505c20eeba880ac1,2025-11-04 00:42:42,2025-11-04 00:42:42
513,Research on ancient - Paper 19,This paper explores ancient from a historical perspective with modern analytical methods.,1959-06-06,1959,1,1,2436725.5,698561.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.3.18,en,scientific_paper,journal_article,,,"[""Author 19"", ""Co-Author 19""]",[],"[""ancient""]",0.9,780f149f68b71a4189d025f00fbab153,2025-11-04 00:42:42,2025-11-04 00:42:42
238,Research on archaeology - Paper 4,This paper explores archaeology from a historical perspective with modern analytical methods.,1959-08-06,1959,1,1,2436786.5,698622.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.3,en,scientific_paper,journal_article,,,"[""Author 4"", ""Co-Author 4""]",[],"[""archaeology""]",0.9,003c0aa3d7217aa890e04cf0ca16d375,2025-11-04 00:25:20,2025-11-04 00:25:20
237,Research on archaeology - Paper 3,This paper explores archaeology from a historical perspective with modern analytical methods.,1959-08-11,1959,1,1,2436791.5,698627.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.1.2,en,scientific_paper,journal_article,,,"[""Author 3"", ""Co-Author 3""]",[],"[""archaeology""]",0.9,aa0fa994e09db29901fea0cdeb22da82,2025-11-04 00:25:20,2025-11-04 00:25:20
338,Research on history - Paper 4,This paper explores history from a historical perspective with modern analytical methods.,1960-01-09,1960,1,1,2436942.5,698778.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.3,en,scientific_paper,journal_article,,,"[""Author 4"", ""Co-Author 4""]",[],"[""history""]",0.9,aa12df76cb0d4c48ac624ab808aa7a57,2025-11-04 00:30:56,2025-11-04 00:30:56
475,Research on medieval - Paper 1,This paper explores medieval from a historical perspective with modern analytical methods.,1960-06-22,1960,1,1,2437107.5,698943.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.0,en,scientific_paper,journal_article,,,"[""Author 1"", ""Co-Author 1""]",[],"[""medieval""]",0.9,9752c835d0089a653a7dd4b28c4715fa,2025-11-04 00:42:42,2025-11-04 00:42:42
226,Research on history - Paper 12,This paper explores history from a historical perspective with modern analytical methods.,1960-09-23,1960,1,1,2437200.5,699036.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.0.11,en,scientific_paper,journal_article,,,"[""Author 12"", ""Co-Author 12""]",[],"[""history""]",0.9,f11cb872c283e1f7780b2aabd8b4dc38,2025-11-04 00:25:20,2025-11-04 00:25:20
261,Research on medieval - Paper 7,This paper explores medieval from a historical perspective with modern analytical methods.,1961-02-20,1961,1,1,2437350.5,699186.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.2.6,en,scientific_paper,journal_article,,,"[""Author 7"", ""Co-Author 7""]",[],"[""medieval""]",0.9,b274553a0fe041305133ddf064fe8615,2025-11-04 00:25:20,2025-11-04 00:25:20
534,Research on chronology - Paper 20,This paper explores chronology from a historical perspective with modern analytical methods.,1961-03-06,1961,1,1,2437364.5,699200.5,scientific,mock_arxiv,https://arxiv.org/abs/mock.4.19,en,scientific_paper,journal_article,,,"[""Author 20"", ""Co-Author 20""]",[],"[""chronology""]",0.9,0c4a0d14c6e1d6d62d5b9c9cfaa7e2cf,2025-11-04 00:42:42,2025-11-04 00:42:42
